"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08","WT09"
"USC00435490","NASHVILLE 1 E, VT US","2024-12-04",,,,,"0.00","0.0","5.0",,"30","10","12",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-05",,,,,"0.05","0.8","4.0",,"31","12","31",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-06",,,,,"0.12","1.7","5.0",,"36","20","20",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-07",,,,,"0.13","5.0","8.0",,"22","12","19",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-08",,,,,"0.23","4.6","10.0",,"29","19","29",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-09",,,,,"0.00","0.0","8.0",,"34","23","24",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-10",,,,,"0.07","0.6","6.0",,"37","24","37",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-11",,,,,"0.00","0.0","0.0",,"43","36","43",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-12",,,,,"1.86","1.5","2.0",,"43","30","30",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-13",,,,,"0.03","0.6","2.0",,"32","13","15",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-14",,,,,"0.00","0.0","2.0",,"24","15","20",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-15",,,,,"0.00","0.0","2.0",,"24","6","7",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-16",,,,,"0.02","0.2","2.0",,"33","7","33",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-17",,,,,"0.02","0.0","0.0",,"47","33","47",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-18",,,,,"0.00","0.0","0.0",,"49","32","32",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-19",,,,,"0.32","0.1","0.0",,"41","32","32",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-20",,,,,"0.01","0.2","0.0",,"32","19","19",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-21",,,,,"0.13","3.0","3.0",,"25","15","15",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-22",,,,,"0.07","1.4","4.0",,"15","2","2",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-23",,,,,"0.01","0.2","4.0",,"7","-10","-9",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-24",,,,,"0.28","2.9","7.0",,"22","-9","21",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-25",,,,,"0.03","0.8","7.0",,"26","14","14",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-26",,,,,"0.00","0.0","7.0",,"21","-6","-6",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-27",,,,,"0.00","0.0","7.0",,"18","-6","4",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-28",,,,,"0.00","0.0","6.0",,"22","4","22",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-29",,,,,"0.00","0.0","4.0",,"39","21","31",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-30",,,,,"0.06","0.0","0.0",,"53","30","52",,,,,,,,,,,,,
"USC00435490","NASHVILLE 1 E, VT US","2024-12-31",,,,,"0.20","0.0","0.0",,"53","37","37",,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-15",,,,,"0.12",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-18",,"    2","0.06",,,,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-20",,,,,"0.69",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-21",,,,,"0.33",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-22",,,,,"0.44",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-23",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-28",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-29",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-08-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-01",,,,,"0.14",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-02",,,,,"0.08",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-08",,,,,"0.72",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-09",,,,,"0.03",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-27",,"    3","1.62",,,,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-09-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-03",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-05",,,,,"0.41",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-07",,,,,"0.22",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-10",,,,,"0.03",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-11",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-14",,,,,"0.20",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-15",,,,,"0.52",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-16",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-17",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-24",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-26",,,,,"0.06",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-28",,,,,"0.07",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-30",,,,,"0.50",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-10-31",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-01",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-02",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-05",,,,,"0.08",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-09",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-11",,,,,"0.06",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-12",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-18",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-19",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-22",,,,,"0.43",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-23",,,,,"0.06",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-26",,,,,"0.09",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-27",,,,,"0.19",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-29",,,,,"0.45",,,,,,,,,,,,,,,,,,,
"US1VTCH0073","BURLINGTON 0.2 SSE, VT US","2024-11-30",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-06",,,,,"0.69",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-07",,,,,"0.34",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-11",,,,,"5.76",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-12",,,,,"0.66",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-13",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-14",,,,,"0.33",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-16",,,,,"0.84",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-17",,,,,"0.86",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-18",,,,,"1.24",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-21",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-23",,,,,"0.16",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-25",,,,,"0.20",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-07-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-15",,"   18","3.50",,,,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-20",,,,,"0.97",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-21",,,,,"0.47",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-22",,,,,"0.46",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-23",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-08-28",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-03",,"    6","0.46",,,,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-08",,,,,"0.83",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-09",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-10",,,,,"0.05",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-25",,,,,"0.28",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-26",,,,,"0.50",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-27",,,,,"0.62",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-09-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-05",,,,,"0.39",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-07",,,,,"0.26",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-10",,"    3","0.10",,,,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-14",,,,,"0.20",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-15",,,,,"0.58",,,,,,,,,,,,,,,,,,,
"US1VTCH0052","CHARLOTTE 1.8 SW, VT US","2024-10-16",,,,,"0.00",,,,,,,,,,,,,,,,,,,
